task_id,error_mode,recipe_label,traceback_tail,used,gen_latency_ms,pytest_ms,seed
HumanEval/4,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,4804,0,42
HumanEval/142,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,7226,0,42
HumanEval/128,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,7152,0,42
HumanEval/93,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,7141,0,42
HumanEval/32,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,7212,0,42
HumanEval/106,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,7195,0,42
HumanEval/35,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,5373,0,42
HumanEval/99,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,6701,0,42
HumanEval/94,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,7172,0,42
HumanEval/114,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,7230,0,42
HumanEval/138,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,7202,0,42
HumanEval/52,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,1201,0,42
HumanEval/115,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,7167,0,42
HumanEval/91,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,7224,0,42
HumanEval/31,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,6996,0,42
HumanEval/86,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,6872,0,42
HumanEval/53,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,1759,0,42
HumanEval/105,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,7203,0,42
HumanEval/88,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,7157,0,42
HumanEval/158,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,7208,0,42
HumanEval/118,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,4126,0,42
HumanEval/51,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,4179,0,42
HumanEval/121,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,5348,0,42
HumanEval/122,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,6672,0,42
HumanEval/78,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,7168,0,42
HumanEval/41,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,7107,0,42
HumanEval/98,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,5366,0,42
HumanEval/104,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,7247,0,42
HumanEval/33,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,7299,0,42
HumanEval/64,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,7026,0,42
HumanEval/12,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,3977,0,42
HumanEval/80,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,7066,0,42
HumanEval/61,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,7215,0,42
HumanEval/76,drop_edge_cases,EDGE_CASES,"RunnerException: TypeError: data must be str, not tuple",1,7059,0,42
HumanEval/138,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,6460,0,42
HumanEval/62,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,5719,0,42
HumanEval/57,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7079,0,42
HumanEval/6,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,5377,0,42
HumanEval/122,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7129,0,42
HumanEval/109,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7115,0,42
HumanEval/49,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,5975,0,42
HumanEval/26,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,3016,0,42
HumanEval/150,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,5987,0,42
HumanEval/5,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7311,0,42
HumanEval/43,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,5234,0,42
HumanEval/31,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,5588,0,42
HumanEval/45,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,5135,0,42
HumanEval/27,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,3074,0,42
HumanEval/28,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,1766,0,42
HumanEval/53,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,1657,0,42
HumanEval/129,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7249,0,42
HumanEval/96,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7347,0,42
HumanEval/119,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,6529,0,42
HumanEval/47,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,5266,0,42
HumanEval/88,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7229,0,42
HumanEval/84,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7180,0,42
HumanEval/106,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7300,0,42
HumanEval/160,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7232,0,42
HumanEval/20,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7279,0,42
HumanEval/117,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7272,0,42
HumanEval/157,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7225,0,42
HumanEval/104,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,4834,0,42
HumanEval/61,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,3826,0,42
HumanEval/42,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,3781,0,42
HumanEval/139,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7242,0,42
HumanEval/34,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,2801,0,42
HumanEval/25,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,4757,0,42
HumanEval/41,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7325,0,42
HumanEval/135,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,5815,0,42
HumanEval/124,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7090,0,42
HumanEval/93,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7235,0,42
HumanEval/66,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,5478,0,42
HumanEval/102,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7056,0,42
HumanEval/98,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7062,0,42
HumanEval/115,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7300,0,42
HumanEval/36,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7183,0,42
HumanEval/38,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7231,0,42
HumanEval/37,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7191,0,42
HumanEval/64,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,5295,0,42
HumanEval/51,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,4335,0,42
HumanEval/87,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7278,0,42
HumanEval/136,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7224,0,42
HumanEval/39,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7167,0,42
HumanEval/78,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7272,0,42
HumanEval/79,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,6910,0,42
HumanEval/2,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,5353,0,42
HumanEval/11,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7149,0,42
HumanEval/59,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,4891,0,42
HumanEval/19,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7128,0,42
HumanEval/17,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7139,0,42
HumanEval/140,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7058,0,42
HumanEval/75,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,6663,0,42
HumanEval/32,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7246,0,42
HumanEval/134,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7224,0,42
HumanEval/12,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,4498,0,42
HumanEval/7,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,2949,0,42
HumanEval/83,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7203,0,42
HumanEval/154,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7240,0,42
HumanEval/113,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7141,0,42
HumanEval/89,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7161,0,42
HumanEval/110,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7182,0,42
HumanEval/94,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7088,0,42
HumanEval/52,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,5127,0,42
HumanEval/151,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,5265,0,42
HumanEval/123,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7154,0,42
HumanEval/24,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,5558,0,42
HumanEval/21,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7087,0,42
HumanEval/156,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,7195,0,42
HumanEval/158,off_by_one,LOGIC_RANGE,"RunnerException: TypeError: data must be str, not tuple",1,5676,0,42
HumanEval/65,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7128,0,42
HumanEval/136,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7030,0,42
HumanEval/106,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7141,0,42
HumanEval/89,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,3837,0,42
HumanEval/156,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7150,0,42
HumanEval/82,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,5941,0,42
HumanEval/45,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,2849,0,42
HumanEval/122,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,6982,0,42
HumanEval/33,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7100,0,42
HumanEval/140,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,4130,0,42
HumanEval/56,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7154,0,42
HumanEval/100,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7171,0,42
HumanEval/2,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,6946,0,42
HumanEval/51,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,6947,0,42
HumanEval/86,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,5446,0,42
HumanEval/126,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7161,0,42
