task_id,variant,model,pass,fail_family,code,seed,gen_latency_ms,pytest_ms,timestamp
HumanEval/103,controlled_failures_v1,synthetic_failures,0,signature_changed,def wrong_name(x): return x,99,0,1202,2025-12-01 15:09:47
HumanEval/103,controlled_failures_v1,synthetic_failures,0,syntax_bad_indent,"def rounded_avg():
return 5",99,0,1302,2025-12-01 15:09:49
HumanEval/104,controlled_failures_v1,synthetic_failures,0,loop_wrong,"def unique_digits(lst):
    for i in range(len(lst)+1): pass",99,0,1202,2025-12-01 15:09:50
HumanEval/104,controlled_failures_v1,synthetic_failures,0,signature_changed,def wrong_name(x): return x,99,0,1302,2025-12-01 15:09:51
HumanEval/105,controlled_failures_v1,synthetic_failures,0,syntax_missing_colon,"def by_length() 
    pass",99,0,1402,2025-12-01 15:09:53
HumanEval/105,controlled_failures_v1,synthetic_failures,0,wrong_data_type,def by_length(x): return str(x),99,0,1101,2025-12-01 15:09:54
HumanEval/105,controlled_failures_v1,synthetic_failures,0,print_not_return,def by_length(x): print(x),99,0,1102,2025-12-01 15:09:55
HumanEval/106,controlled_failures_v1,synthetic_failures,0,logic_off_by_one,def f(x): return x+1,99,0,1102,2025-12-01 15:09:56
HumanEval/106,controlled_failures_v1,synthetic_failures,0,signature_changed,def wrong_name(x): return x,99,0,1202,2025-12-01 15:09:57
HumanEval/106,controlled_failures_v1,synthetic_failures,0,syntax_bad_indent,"def f():
return 5",99,0,1202,2025-12-01 15:09:58
HumanEval/107,controlled_failures_v1,synthetic_failures,0,recursive_error,def even_odd_palindrome(x): return even_odd_palindrome(x),99,0,1102,2025-12-01 15:09:59
HumanEval/107,controlled_failures_v1,synthetic_failures,0,logic_off_by_one,def even_odd_palindrome(x): return x+1,99,0,1102,2025-12-01 15:10:00
HumanEval/107,controlled_failures_v1,synthetic_failures,0,loop_wrong,"def even_odd_palindrome(lst):
    for i in range(len(lst)+1): pass",99,0,1101,2025-12-01 15:10:02
HumanEval/108,controlled_failures_v1,synthetic_failures,0,signature_changed,def wrong_name(x): return x,99,0,1202,2025-12-01 15:10:03
HumanEval/108,controlled_failures_v1,synthetic_failures,0,logic_constant_output,"def count_nums(*args, **kwargs): return 42",99,0,1101,2025-12-01 15:10:04
HumanEval/109,controlled_failures_v1,synthetic_failures,0,logic_constant_output,"def move_one_ball(*args, **kwargs): return 42",99,0,1102,2025-12-01 15:10:05
HumanEval/109,controlled_failures_v1,synthetic_failures,0,loop_wrong,"def move_one_ball(lst):
    for i in range(len(lst)+1): pass",99,0,1102,2025-12-01 15:10:06
HumanEval/11,controlled_failures_v1,synthetic_failures,0,recursive_error,def string_xor(x): return string_xor(x),99,0,1102,2025-12-01 15:10:07
HumanEval/11,controlled_failures_v1,synthetic_failures,0,logic_constant_output,"def string_xor(*args, **kwargs): return 42",99,0,1102,2025-12-01 15:10:08
HumanEval/110,controlled_failures_v1,synthetic_failures,0,syntax_bad_indent,"def exchange():
return 5",99,0,1202,2025-12-01 15:10:10
HumanEval/110,controlled_failures_v1,synthetic_failures,0,syntax_missing_colon,"def exchange() 
    pass",99,0,1202,2025-12-01 15:10:11
HumanEval/111,controlled_failures_v1,synthetic_failures,0,loop_wrong,"def histogram(lst):
    for i in range(len(lst)+1): pass",99,0,1102,2025-12-01 15:10:12
HumanEval/111,controlled_failures_v1,synthetic_failures,0,empty_body,"def histogram(*args, **kwargs):
    pass",99,0,1102,2025-12-01 15:10:13
HumanEval/112,controlled_failures_v1,synthetic_failures,0,empty_body,"def reverse_delete(*args, **kwargs):
    pass",99,0,1102,2025-12-01 15:10:14
HumanEval/112,controlled_failures_v1,synthetic_failures,0,syntax_bad_indent,"def reverse_delete():
return 5",99,0,1302,2025-12-01 15:10:15
HumanEval/113,controlled_failures_v1,synthetic_failures,0,wrong_data_type,def odd_count(x): return str(x),99,0,1102,2025-12-01 15:10:16
HumanEval/113,controlled_failures_v1,synthetic_failures,0,syntax_missing_colon,"def odd_count() 
    pass",99,0,1202,2025-12-01 15:10:18
HumanEval/114,controlled_failures_v1,synthetic_failures,0,signature_changed,def wrong_name(x): return x,99,0,1202,2025-12-01 15:10:19
HumanEval/114,controlled_failures_v1,synthetic_failures,0,logic_constant_output,"def minSubArraySum(*args, **kwargs): return 42",99,0,1102,2025-12-01 15:10:20
HumanEval/114,controlled_failures_v1,synthetic_failures,0,empty_body,"def minSubArraySum(*args, **kwargs):
    pass",99,0,1102,2025-12-01 15:10:21
HumanEval/115,controlled_failures_v1,synthetic_failures,0,syntax_missing_colon,"def max_fill() 
    pass",99,0,1202,2025-12-01 15:10:22
HumanEval/115,controlled_failures_v1,synthetic_failures,0,logic_off_by_one,def max_fill(x): return x+1,99,0,1102,2025-12-01 15:10:23
HumanEval/116,controlled_failures_v1,synthetic_failures,0,wrong_data_type,def sort_array(x): return str(x),99,0,1102,2025-12-01 15:10:24
HumanEval/116,controlled_failures_v1,synthetic_failures,0,recursive_error,def sort_array(x): return sort_array(x),99,0,1102,2025-12-01 15:10:26
HumanEval/116,controlled_failures_v1,synthetic_failures,0,empty_body,"def sort_array(*args, **kwargs):
    pass",99,0,1102,2025-12-01 15:10:27
HumanEval/117,controlled_failures_v1,synthetic_failures,0,signature_changed,def wrong_name(x): return x,99,0,1202,2025-12-01 15:10:28
HumanEval/117,controlled_failures_v1,synthetic_failures,0,loop_wrong,"def select_words(lst):
    for i in range(len(lst)+1): pass",99,0,1101,2025-12-01 15:10:29
HumanEval/118,controlled_failures_v1,synthetic_failures,0,logic_constant_output,"def get_closest_vowel(*args, **kwargs): return 42",99,0,1101,2025-12-01 15:10:30
HumanEval/118,controlled_failures_v1,synthetic_failures,0,print_not_return,def get_closest_vowel(x): print(x),99,0,1102,2025-12-01 15:10:31
HumanEval/119,controlled_failures_v1,synthetic_failures,0,syntax_bad_indent,"def match_parens():
return 5",99,0,1202,2025-12-01 15:10:32
HumanEval/119,controlled_failures_v1,synthetic_failures,0,print_not_return,def match_parens(x): print(x),99,0,1102,2025-12-01 15:10:33
HumanEval/119,controlled_failures_v1,synthetic_failures,0,recursive_error,def match_parens(x): return match_parens(x),99,0,1102,2025-12-01 15:10:35
HumanEval/12,controlled_failures_v1,synthetic_failures,0,wrong_data_type,def longest(x): return str(x),99,0,1102,2025-12-01 15:10:36
HumanEval/12,controlled_failures_v1,synthetic_failures,0,logic_constant_output,"def longest(*args, **kwargs): return 42",99,0,1102,2025-12-01 15:10:37
HumanEval/120,controlled_failures_v1,synthetic_failures,0,empty_body,"def maximum(*args, **kwargs):
    pass",99,0,1102,2025-12-01 15:10:38
HumanEval/120,controlled_failures_v1,synthetic_failures,0,logic_constant_output,"def maximum(*args, **kwargs): return 42",99,0,1102,2025-12-01 15:10:39
HumanEval/121,controlled_failures_v1,synthetic_failures,0,recursive_error,def solution(x): return solution(x),99,0,1102,2025-12-01 15:10:40
HumanEval/121,controlled_failures_v1,synthetic_failures,0,signature_changed,def wrong_name(x): return x,99,0,1202,2025-12-01 15:10:41
HumanEval/122,controlled_failures_v1,synthetic_failures,0,logic_off_by_one,def add_elements(x): return x+1,99,0,1101,2025-12-01 15:10:42
HumanEval/122,controlled_failures_v1,synthetic_failures,0,wrong_data_type,def add_elements(x): return str(x),99,0,1102,2025-12-01 15:10:44
HumanEval/122,controlled_failures_v1,synthetic_failures,0,syntax_bad_indent,"def add_elements():
return 5",99,0,1202,2025-12-01 15:10:45
HumanEval/123,controlled_failures_v1,synthetic_failures,0,logic_constant_output,"def get_odd_collatz(*args, **kwargs): return 42",99,0,1102,2025-12-01 15:10:46
HumanEval/123,controlled_failures_v1,synthetic_failures,0,syntax_bad_indent,"def get_odd_collatz():
return 5",99,0,1202,2025-12-01 15:10:47
HumanEval/123,controlled_failures_v1,synthetic_failures,0,wrong_data_type,def get_odd_collatz(x): return str(x),99,0,1102,2025-12-01 15:10:48
HumanEval/124,controlled_failures_v1,synthetic_failures,0,print_not_return,def valid_date(x): print(x),99,0,1102,2025-12-01 15:10:49
HumanEval/124,controlled_failures_v1,synthetic_failures,0,syntax_missing_colon,"def valid_date() 
    pass",99,0,1202,2025-12-01 15:10:50
HumanEval/125,controlled_failures_v1,synthetic_failures,0,logic_off_by_one,def split_words(x): return x+1,99,0,1101,2025-12-01 15:10:52
HumanEval/125,controlled_failures_v1,synthetic_failures,0,empty_body,"def split_words(*args, **kwargs):
    pass",99,0,1102,2025-12-01 15:10:53
HumanEval/125,controlled_failures_v1,synthetic_failures,0,recursive_error,def split_words(x): return split_words(x),99,0,1101,2025-12-01 15:10:54
HumanEval/126,controlled_failures_v1,synthetic_failures,0,empty_body,"def is_sorted(*args, **kwargs):
    pass",99,0,1102,2025-12-01 15:10:55
HumanEval/126,controlled_failures_v1,synthetic_failures,0,print_not_return,def is_sorted(x): print(x),99,0,1101,2025-12-01 15:10:56
HumanEval/126,controlled_failures_v1,synthetic_failures,0,recursive_error,def is_sorted(x): return is_sorted(x),99,0,1102,2025-12-01 15:10:57
HumanEval/127,controlled_failures_v1,synthetic_failures,0,recursive_error,def intersection(x): return intersection(x),99,0,1102,2025-12-01 15:10:58
HumanEval/127,controlled_failures_v1,synthetic_failures,0,syntax_bad_indent,"def intersection():
return 5",99,0,1202,2025-12-01 15:10:59
HumanEval/127,controlled_failures_v1,synthetic_failures,0,logic_constant_output,"def intersection(*args, **kwargs): return 42",99,0,1101,2025-12-01 15:11:00
HumanEval/128,controlled_failures_v1,synthetic_failures,0,signature_changed,def wrong_name(x): return x,99,0,1202,2025-12-01 15:11:02
HumanEval/128,controlled_failures_v1,synthetic_failures,0,empty_body,"def prod_signs(*args, **kwargs):
    pass",99,0,1101,2025-12-01 15:11:03
HumanEval/129,controlled_failures_v1,synthetic_failures,0,logic_off_by_one,def minPath(x): return x+1,99,0,1101,2025-12-01 15:11:04
HumanEval/129,controlled_failures_v1,synthetic_failures,0,wrong_data_type,def minPath(x): return str(x),99,0,1101,2025-12-01 15:11:05
HumanEval/129,controlled_failures_v1,synthetic_failures,0,print_not_return,def minPath(x): print(x),99,0,1102,2025-12-01 15:11:06
HumanEval/13,controlled_failures_v1,synthetic_failures,0,syntax_bad_indent,"def greatest_common_divisor():
return 5",99,0,1202,2025-12-01 15:11:07
HumanEval/13,controlled_failures_v1,synthetic_failures,0,signature_changed,def wrong_name(x): return x,99,0,1202,2025-12-01 15:11:08
HumanEval/13,controlled_failures_v1,synthetic_failures,0,logic_off_by_one,def greatest_common_divisor(x): return x+1,99,0,1102,2025-12-01 15:11:10
HumanEval/130,controlled_failures_v1,synthetic_failures,0,empty_body,"def tri(*args, **kwargs):
    pass",99,0,1102,2025-12-01 15:11:11
HumanEval/130,controlled_failures_v1,synthetic_failures,0,wrong_data_type,def tri(x): return str(x),99,0,1101,2025-12-01 15:11:12
HumanEval/131,controlled_failures_v1,synthetic_failures,0,syntax_bad_indent,"def digits():
return 5",99,0,1202,2025-12-01 15:11:13
HumanEval/131,controlled_failures_v1,synthetic_failures,0,loop_wrong,"def digits(lst):
    for i in range(len(lst)+1): pass",99,0,1102,2025-12-01 15:11:14
HumanEval/131,controlled_failures_v1,synthetic_failures,0,empty_body,"def digits(*args, **kwargs):
    pass",99,0,1101,2025-12-01 15:11:15
HumanEval/132,controlled_failures_v1,synthetic_failures,0,syntax_bad_indent,"def is_nested():
return 5",99,0,1302,2025-12-01 15:11:16
HumanEval/132,controlled_failures_v1,synthetic_failures,0,recursive_error,def is_nested(x): return is_nested(x),99,0,1302,2025-12-01 15:11:18
HumanEval/132,controlled_failures_v1,synthetic_failures,0,wrong_data_type,def is_nested(x): return str(x),99,0,1402,2025-12-01 15:11:19
HumanEval/133,controlled_failures_v1,synthetic_failures,0,loop_wrong,"def sum_squares(lst):
    for i in range(len(lst)+1): pass",99,0,1202,2025-12-01 15:11:20
HumanEval/133,controlled_failures_v1,synthetic_failures,0,recursive_error,def sum_squares(x): return sum_squares(x),99,0,1102,2025-12-01 15:11:22
HumanEval/133,controlled_failures_v1,synthetic_failures,0,logic_constant_output,"def sum_squares(*args, **kwargs): return 42",99,0,1102,2025-12-01 15:11:23
HumanEval/134,controlled_failures_v1,synthetic_failures,0,empty_body,"def check_if_last_char_is_a_letter(*args, **kwargs):
    pass",99,0,1102,2025-12-01 15:11:24
HumanEval/134,controlled_failures_v1,synthetic_failures,0,wrong_data_type,def check_if_last_char_is_a_letter(x): return str(x),99,0,1101,2025-12-01 15:11:25
HumanEval/134,controlled_failures_v1,synthetic_failures,0,print_not_return,def check_if_last_char_is_a_letter(x): print(x),99,0,1102,2025-12-01 15:11:26
HumanEval/135,controlled_failures_v1,synthetic_failures,0,wrong_data_type,def can_arrange(x): return str(x),99,0,1102,2025-12-01 15:11:27
HumanEval/135,controlled_failures_v1,synthetic_failures,0,empty_body,"def can_arrange(*args, **kwargs):
    pass",99,0,1102,2025-12-01 15:11:28
HumanEval/136,controlled_failures_v1,synthetic_failures,0,logic_off_by_one,def largest_smallest_integers(x): return x+1,99,0,1101,2025-12-01 15:11:29
HumanEval/136,controlled_failures_v1,synthetic_failures,0,empty_body,"def largest_smallest_integers(*args, **kwargs):
    pass",99,0,1101,2025-12-01 15:11:30
HumanEval/136,controlled_failures_v1,synthetic_failures,0,signature_changed,def wrong_name(x): return x,99,0,1201,2025-12-01 15:11:32
HumanEval/137,controlled_failures_v1,synthetic_failures,0,signature_changed,def wrong_name(x): return x,99,0,1202,2025-12-01 15:11:33
HumanEval/137,controlled_failures_v1,synthetic_failures,0,syntax_missing_colon,"def compare_one() 
    pass",99,0,1202,2025-12-01 15:11:34
HumanEval/138,controlled_failures_v1,synthetic_failures,0,wrong_data_type,def is_equal_to_sum_even(x): return str(x),99,0,1102,2025-12-01 15:11:35
HumanEval/138,controlled_failures_v1,synthetic_failures,0,logic_off_by_one,def is_equal_to_sum_even(x): return x+1,99,0,1102,2025-12-01 15:11:36
HumanEval/138,controlled_failures_v1,synthetic_failures,0,logic_constant_output,"def is_equal_to_sum_even(*args, **kwargs): return 42",99,0,1101,2025-12-01 15:11:37
HumanEval/139,controlled_failures_v1,synthetic_failures,0,empty_body,"def special_factorial(*args, **kwargs):
    pass",99,0,1101,2025-12-01 15:11:38
HumanEval/139,controlled_failures_v1,synthetic_failures,0,logic_off_by_one,def special_factorial(x): return x+1,99,0,1101,2025-12-01 15:11:39
HumanEval/139,controlled_failures_v1,synthetic_failures,0,print_not_return,def special_factorial(x): print(x),99,0,1101,2025-12-01 15:11:41
HumanEval/14,controlled_failures_v1,synthetic_failures,0,empty_body,"def all_prefixes(*args, **kwargs):
    pass",99,0,1102,2025-12-01 15:11:42
HumanEval/14,controlled_failures_v1,synthetic_failures,0,syntax_missing_colon,"def all_prefixes() 
    pass",99,0,1201,2025-12-01 15:11:43
HumanEval/14,controlled_failures_v1,synthetic_failures,0,syntax_bad_indent,"def all_prefixes():
return 5",99,0,1202,2025-12-01 15:11:44
HumanEval/140,controlled_failures_v1,synthetic_failures,0,syntax_missing_colon,"def fix_spaces() 
    pass",99,0,1202,2025-12-01 15:11:45
HumanEval/140,controlled_failures_v1,synthetic_failures,0,recursive_error,def fix_spaces(x): return fix_spaces(x),99,0,1101,2025-12-01 15:11:46
HumanEval/141,controlled_failures_v1,synthetic_failures,0,logic_constant_output,"def file_name_check(*args, **kwargs): return 42",99,0,1101,2025-12-01 15:11:47
HumanEval/141,controlled_failures_v1,synthetic_failures,0,recursive_error,def file_name_check(x): return file_name_check(x),99,0,1101,2025-12-01 15:11:49
HumanEval/141,controlled_failures_v1,synthetic_failures,0,loop_wrong,"def file_name_check(lst):
    for i in range(len(lst)+1): pass",99,0,1101,2025-12-01 15:11:50
HumanEval/142,controlled_failures_v1,synthetic_failures,0,wrong_data_type,def sum_squares(x): return str(x),99,0,1101,2025-12-01 15:11:51
HumanEval/142,controlled_failures_v1,synthetic_failures,0,empty_body,"def sum_squares(*args, **kwargs):
    pass",99,0,1101,2025-12-01 15:11:52
HumanEval/143,controlled_failures_v1,synthetic_failures,0,recursive_error,def words_in_sentence(x): return words_in_sentence(x),99,0,1101,2025-12-01 15:11:53
HumanEval/143,controlled_failures_v1,synthetic_failures,0,print_not_return,def words_in_sentence(x): print(x),99,0,1101,2025-12-01 15:11:54
HumanEval/143,controlled_failures_v1,synthetic_failures,0,wrong_data_type,def words_in_sentence(x): return str(x),99,0,1101,2025-12-01 15:11:55
HumanEval/144,controlled_failures_v1,synthetic_failures,0,syntax_missing_colon,"def simplify() 
    pass",99,0,1202,2025-12-01 15:11:56
HumanEval/144,controlled_failures_v1,synthetic_failures,0,syntax_bad_indent,"def simplify():
return 5",99,0,1302,2025-12-01 15:11:58
HumanEval/145,controlled_failures_v1,synthetic_failures,0,syntax_bad_indent,"def order_by_points():
return 5",99,0,1202,2025-12-01 15:11:59
HumanEval/145,controlled_failures_v1,synthetic_failures,0,syntax_missing_colon,"def order_by_points() 
    pass",99,0,1202,2025-12-01 15:12:00
HumanEval/145,controlled_failures_v1,synthetic_failures,0,recursive_error,def order_by_points(x): return order_by_points(x),99,0,1102,2025-12-01 15:12:01
HumanEval/146,controlled_failures_v1,synthetic_failures,0,wrong_data_type,def specialFilter(x): return str(x),99,0,1101,2025-12-01 15:12:02
HumanEval/146,controlled_failures_v1,synthetic_failures,0,signature_changed,def wrong_name(x): return x,99,0,1201,2025-12-01 15:12:04
HumanEval/146,controlled_failures_v1,synthetic_failures,0,print_not_return,def specialFilter(x): print(x),99,0,1101,2025-12-01 15:12:05
HumanEval/147,controlled_failures_v1,synthetic_failures,0,syntax_bad_indent,"def get_max_triples():
return 5",99,0,1202,2025-12-01 15:12:06
HumanEval/147,controlled_failures_v1,synthetic_failures,0,empty_body,"def get_max_triples(*args, **kwargs):
    pass",99,0,1101,2025-12-01 15:12:07
HumanEval/148,controlled_failures_v1,synthetic_failures,0,logic_constant_output,"def bf(*args, **kwargs): return 42",99,0,1102,2025-12-01 15:12:08
HumanEval/148,controlled_failures_v1,synthetic_failures,0,wrong_data_type,def bf(x): return str(x),99,0,1101,2025-12-01 15:12:09
HumanEval/148,controlled_failures_v1,synthetic_failures,0,loop_wrong,"def bf(lst):
    for i in range(len(lst)+1): pass",99,0,1101,2025-12-01 15:12:10
HumanEval/149,controlled_failures_v1,synthetic_failures,0,logic_constant_output,"def sorted_list_sum(*args, **kwargs): return 42",99,0,1102,2025-12-01 15:12:11
HumanEval/149,controlled_failures_v1,synthetic_failures,0,print_not_return,def sorted_list_sum(x): print(x),99,0,1102,2025-12-01 15:12:12
HumanEval/149,controlled_failures_v1,synthetic_failures,0,loop_wrong,"def sorted_list_sum(lst):
    for i in range(len(lst)+1): pass",99,0,1102,2025-12-01 15:12:14
HumanEval/15,controlled_failures_v1,synthetic_failures,0,empty_body,"def string_sequence(*args, **kwargs):
    pass",99,0,1102,2025-12-01 15:12:15
HumanEval/15,controlled_failures_v1,synthetic_failures,0,recursive_error,def string_sequence(x): return string_sequence(x),99,0,1101,2025-12-01 15:12:16
HumanEval/15,controlled_failures_v1,synthetic_failures,0,logic_constant_output,"def string_sequence(*args, **kwargs): return 42",99,0,1101,2025-12-01 15:12:17
HumanEval/150,controlled_failures_v1,synthetic_failures,0,wrong_data_type,def x_or_y(x): return str(x),99,0,1102,2025-12-01 15:12:18
HumanEval/150,controlled_failures_v1,synthetic_failures,0,logic_off_by_one,def x_or_y(x): return x+1,99,0,1102,2025-12-01 15:12:19
HumanEval/150,controlled_failures_v1,synthetic_failures,0,print_not_return,def x_or_y(x): print(x),99,0,1102,2025-12-01 15:12:20
HumanEval/151,controlled_failures_v1,synthetic_failures,0,print_not_return,def double_the_difference(x): print(x),99,0,1102,2025-12-01 15:12:21
HumanEval/151,controlled_failures_v1,synthetic_failures,0,empty_body,"def double_the_difference(*args, **kwargs):
    pass",99,0,1102,2025-12-01 15:12:22
HumanEval/151,controlled_failures_v1,synthetic_failures,0,logic_constant_output,"def double_the_difference(*args, **kwargs): return 42",99,0,1101,2025-12-01 15:12:23
HumanEval/152,controlled_failures_v1,synthetic_failures,0,print_not_return,def compare(x): print(x),99,0,1102,2025-12-01 15:12:25
HumanEval/152,controlled_failures_v1,synthetic_failures,0,loop_wrong,"def compare(lst):
    for i in range(len(lst)+1): pass",99,0,1102,2025-12-01 15:12:26
HumanEval/152,controlled_failures_v1,synthetic_failures,0,logic_constant_output,"def compare(*args, **kwargs): return 42",99,0,1101,2025-12-01 15:12:27
HumanEval/153,controlled_failures_v1,synthetic_failures,0,recursive_error,def Strongest_Extension(x): return Strongest_Extension(x),99,0,1101,2025-12-01 15:12:28
HumanEval/153,controlled_failures_v1,synthetic_failures,0,logic_off_by_one,def Strongest_Extension(x): return x+1,99,0,1101,2025-12-01 15:12:29
HumanEval/154,controlled_failures_v1,synthetic_failures,0,recursive_error,def cycpattern_check(x): return cycpattern_check(x),99,0,1102,2025-12-01 15:12:30
HumanEval/154,controlled_failures_v1,synthetic_failures,0,syntax_missing_colon,"def cycpattern_check() 
    pass",99,0,1202,2025-12-01 15:12:31
HumanEval/154,controlled_failures_v1,synthetic_failures,0,syntax_bad_indent,"def cycpattern_check():
return 5",99,0,1302,2025-12-01 15:12:33
HumanEval/155,controlled_failures_v1,synthetic_failures,0,loop_wrong,"def even_odd_count(lst):
    for i in range(len(lst)+1): pass",99,0,1101,2025-12-01 15:12:34
HumanEval/155,controlled_failures_v1,synthetic_failures,0,syntax_bad_indent,"def even_odd_count():
return 5",99,0,1202,2025-12-01 15:12:35
HumanEval/155,controlled_failures_v1,synthetic_failures,0,signature_changed,def wrong_name(x): return x,99,0,1202,2025-12-01 15:12:36
HumanEval/156,controlled_failures_v1,synthetic_failures,0,print_not_return,def int_to_mini_roman(x): print(x),99,0,1102,2025-12-01 15:12:37
HumanEval/156,controlled_failures_v1,synthetic_failures,0,recursive_error,def int_to_mini_roman(x): return int_to_mini_roman(x),99,0,1102,2025-12-01 15:12:38
HumanEval/157,controlled_failures_v1,synthetic_failures,0,syntax_missing_colon,"def right_angle_triangle() 
    pass",99,0,1202,2025-12-01 15:12:40
HumanEval/157,controlled_failures_v1,synthetic_failures,0,signature_changed,def wrong_name(x): return x,99,0,1202,2025-12-01 15:12:41
HumanEval/157,controlled_failures_v1,synthetic_failures,0,empty_body,"def right_angle_triangle(*args, **kwargs):
    pass",99,0,1101,2025-12-01 15:12:42
HumanEval/158,controlled_failures_v1,synthetic_failures,0,logic_constant_output,"def find_max(*args, **kwargs): return 42",99,0,1102,2025-12-01 15:12:43
HumanEval/158,controlled_failures_v1,synthetic_failures,0,print_not_return,def find_max(x): print(x),99,0,1101,2025-12-01 15:12:44
HumanEval/158,controlled_failures_v1,synthetic_failures,0,syntax_missing_colon,"def find_max() 
    pass",99,0,1302,2025-12-01 15:12:45
HumanEval/159,controlled_failures_v1,synthetic_failures,0,syntax_missing_colon,"def eat() 
    pass",99,0,1302,2025-12-01 15:12:47
HumanEval/159,controlled_failures_v1,synthetic_failures,0,print_not_return,def eat(x): print(x),99,0,1101,2025-12-01 15:12:48
HumanEval/159,controlled_failures_v1,synthetic_failures,0,signature_changed,def wrong_name(x): return x,99,0,1202,2025-12-01 15:12:49
HumanEval/16,controlled_failures_v1,synthetic_failures,0,recursive_error,def count_distinct_characters(x): return count_distinct_characters(x),99,0,1102,2025-12-01 15:12:50
HumanEval/16,controlled_failures_v1,synthetic_failures,0,wrong_data_type,def count_distinct_characters(x): return str(x),99,0,1102,2025-12-01 15:12:51
HumanEval/160,controlled_failures_v1,synthetic_failures,0,loop_wrong,"def do_algebra(lst):
    for i in range(len(lst)+1): pass",99,0,1102,2025-12-01 15:12:52
HumanEval/160,controlled_failures_v1,synthetic_failures,0,syntax_missing_colon,"def do_algebra() 
    pass",99,0,1202,2025-12-01 15:12:53
HumanEval/161,controlled_failures_v1,synthetic_failures,0,logic_off_by_one,def solve(x): return x+1,99,0,1102,2025-12-01 15:12:55
HumanEval/161,controlled_failures_v1,synthetic_failures,0,print_not_return,def solve(x): print(x),99,0,1102,2025-12-01 15:12:56
HumanEval/161,controlled_failures_v1,synthetic_failures,0,syntax_bad_indent,"def solve():
return 5",99,0,1302,2025-12-01 15:12:57
HumanEval/162,controlled_failures_v1,synthetic_failures,0,logic_constant_output,"def string_to_md5(*args, **kwargs): return 42",99,0,1101,2025-12-01 15:12:58
HumanEval/162,controlled_failures_v1,synthetic_failures,0,wrong_data_type,def string_to_md5(x): return str(x),99,0,1102,2025-12-01 15:12:59
HumanEval/162,controlled_failures_v1,synthetic_failures,0,recursive_error,def string_to_md5(x): return string_to_md5(x),99,0,1101,2025-12-01 15:13:00
HumanEval/163,controlled_failures_v1,synthetic_failures,0,syntax_bad_indent,"def generate_integers():
return 5",99,0,1202,2025-12-01 15:13:01
HumanEval/163,controlled_failures_v1,synthetic_failures,0,recursive_error,def generate_integers(x): return generate_integers(x),99,0,1101,2025-12-01 15:13:03
HumanEval/163,controlled_failures_v1,synthetic_failures,0,logic_off_by_one,def generate_integers(x): return x+1,99,0,1101,2025-12-01 15:13:04
HumanEval/17,controlled_failures_v1,synthetic_failures,0,signature_changed,def wrong_name(x): return x,99,0,1202,2025-12-01 15:13:05
HumanEval/17,controlled_failures_v1,synthetic_failures,0,recursive_error,def parse_music(x): return parse_music(x),99,0,1101,2025-12-01 15:13:06
HumanEval/18,controlled_failures_v1,synthetic_failures,0,syntax_bad_indent,"def how_many_times():
return 5",99,0,1202,2025-12-01 15:13:07
