task_id,variant,model,seed,regime,p_fail,primary_pass,final_pass,adb_calls,ecnn_calls,adb_variant_used,gen_latency_ms,pytest_ms_primary,pytest_ms_repair,rubric_bullets,temperature_used,max_new_tokens_used,prompt_chars,prompt_tokens_est,detail
HumanEval/119,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,5897,1102,1102,0,0.30000000000000004,320,1977.0,283.0," some simple cases
>       assert candidate(['()(', ')']) == 'Yes'
E       AssertionError: assert None == 'Yes'
E        +  where None = <function match_parens at 0x7d8b0f930a40>(['()(', ')'])

test_solution.py:9: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: assert None == 'Yes'
1 failed in 0.04s"
HumanEval/12,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,2953,1202,1202,0,0.30000000000000004,320,1712.0,235.0,"idate
solution.py:1: in <module>
    def longest(strings: List[str]) -> Optional[str]:
                         ^^^^
E   NameError: name 'List' is not defined
=========================== short test summary info ============================
ERROR test_solution.py - NameError: name 'List' is not defined
!!!!!!!!!!!!!!!!!!!! Interrupted: 1 error during collection !!!!!!!!!!!!!!!!!!!!
1 error in 0.11s"
HumanEval/120,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,7658,1102,1202,0,0.30000000000000004,320,1949.0,291.0,"candidate
solution.py:1: in <module>
    def maximum(arr: List[int], k: int) -> List[int]:
                     ^^^^
E   NameError: name 'List' is not defined
=========================== short test summary info ============================
ERROR test_solution.py - NameError: name 'List' is not defined
!!!!!!!!!!!!!!!!!!!! Interrupted: 1 error during collection !!!!!!!!!!!!!!!!!!!!
1 error in 0.11s"
HumanEval/121,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,6697,1102,0,0,0.30000000000000004,320,1603.0,222.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/122,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,9061,1101,1102,0,0.30000000000000004,320,1724.0,242.0,"      # Check some simple cases
>       assert candidate([1,-2,-3,41,57,76,87,88,99], 3) == -4
E       assert 0 == -4
E        +  where 0 = <function add_elements at 0x78fe9935ca40>([1, -2, -3, 41, 57, 76, ...], 3)

test_solution.py:9: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - assert 0 == -4
1 failed in 0.04s"
HumanEval/123,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,9031,1102,1102,0,0.30000000000000004,320,2179.0,322.0,"ert candidate(14) == [1, 5, 7, 11, 13, 17]
E       assert [3, 7, 15, 21, 31, 43] == [1, 5, 7, 11, 13, 17]
E         
E         At index 0 diff: 3 != 1
E         Use -v to get more diff

test_solution.py:9: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - assert [3, 7, 15, 21, 31, 43] == [1, 5, 7...
1 failed in 0.04s"
HumanEval/124,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,5850,1102,0,0,0.30000000000000004,320,2187.0,317.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/125,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,7900,1102,1102,0,0.30000000000000004,320,1832.0,250.0,"""]
E       AssertionError: assert (['Hello', 'world!'], 4) == ['Hello', 'world!']
E         
E         At index 0 diff: ['Hello', 'world!'] != 'Hello'
E         Use -v to get more diff

test_solution.py:8: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: assert (['Hello', 'world!...
1 failed in 0.04s"
HumanEval/126,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,7959,1102,1102,0,0.30000000000000004,320,1912.0,279.0,"sertionError: This prints if this assert fails 5 (good for debugging!)
E       assert True == False
E        +  where True = <function is_sorted at 0x7cdd9667ca40>([1, 2, 2, 2, 3, 4])

test_solution.py:20: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: This prints if this asser...
1 failed in 0.04s"
HumanEval/127,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,8959,1102,1102,0,0.30000000000000004,320,2262.0,323.0,"some simple cases
>       assert candidate((1, 2), (2, 3)) == ""NO""
E       AssertionError: assert None == 'NO'
E        +  where None = <function intersection at 0x7caf326b0a40>((1, 2), (2, 3))

test_solution.py:9: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: assert None == 'NO'
1 failed in 0.05s"
HumanEval/128,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,5344,1102,0,0,0.30000000000000004,320,1723.0,243.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/129,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,8892,1202,0,0,0.30000000000000004,320,2702.0,428.0,"SyntaxError: unterminated triple-quoted string literal (detected at line 25) (<unknown>, line 2)"
HumanEval/13,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,5502,1102,0,0,0.30000000000000004,320,1553.0,208.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/130,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,8953,1302,0,0,0.30000000000000004,320,2014.0,305.0,"SyntaxError: '(' was never closed (<unknown>, line 28)"
HumanEval/131,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,4279,1102,0,0,0.30000000000000004,320,1549.0,213.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/132,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,5042,1102,1102,0,0.30000000000000004,320,1814.0,241.0,"idate('[]]]]]]][[[[[]') == False
>       assert candidate('[][]') == False
E       AssertionError: assert True == False
E        +  where True = <function is_nested at 0x7f06a7410a40>('[][]')

test_solution.py:11: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: assert True == False
1 failed in 0.04s"
HumanEval/133,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,6861,1102,1102,0,0.30000000000000004,320,1803.0,260.0,"E       AssertionError: This prints if this assert fails 1 (good for debugging!)
E       assert 17 == 29
E        +  where 17 = <function sum_squares at 0x78e382464a40>([1.4, 4.2, 0])

test_solution.py:12: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: This prints if this asser...
1 failed in 0.04s"
HumanEval/134,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,6385,1102,1102,0,0.30000000000000004,320,1856.0,242.0,"mple cases
>       assert candidate(""apple"") == False
E       AssertionError: assert True == False
E        +  where True = <function check_if_last_char_is_a_letter at 0x7c5380f00ae0>('apple')

test_solution.py:9: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: assert True == False
1 failed in 0.04s"
HumanEval/135,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,7970,1102,1102,0,0.30000000000000004,320,1697.0,230.0,"or equal to the previous element
>           if arr[i] >= prev_element:
               ^^^^^^^^^^^^^^^^^^^^^^
E           TypeError: '>=' not supported between instances of 'int' and 'NoneType'

solution.py:18: TypeError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - TypeError: '>=' not supported between ins...
1 failed in 0.04s"
HumanEval/136,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,7798,1102,0,0,0.30000000000000004,320,1801.0,242.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/137,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,5821,1102,1102,0,0.30000000000000004,320,1796.0,247.0,"f isinstance(a, str):
            a = float(a)
        if isinstance(b, str):
>           b = float(b)
                ^^^^^^^^
E           ValueError: could not convert string to float: '2,3'

solution.py:17: ValueError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - ValueError: could not convert string to f...
1 failed in 0.04s"
HumanEval/138,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,8955,1102,1102,0,0.30000000000000004,320,1600.0,211.0,"ert candidate(8) == True
        assert candidate(10) == True
>       assert candidate(11) == False
E       assert True == False
E        +  where True = <function is_equal_to_sum_even at 0x785dfaa10a40>(11)

test_solution.py:11: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - assert True == False
1 failed in 0.04s"
HumanEval/139,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,5693,1102,1102,0,0.30000000000000004,320,1661.0,226.0,"esult = 1
        for i in range(1, n + 1):
>           result *= math.factorial(i)
                      ^^^^
E           NameError: name 'math' is not defined. Did you forget to import 'math'

solution.py:18: NameError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - NameError: name 'math' is not defined. Di...
1 failed in 0.04s"
HumanEval/14,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,2410,1102,0,0,0.30000000000000004,320,1546.0,209.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/140,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,4315,1102,0,0,0.30000000000000004,320,1734.0,228.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/141,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,8985,1102,1102,0,0.30000000000000004,320,2125.0,301.0,"check(candidate):
    
        # Check some simple cases
>       assert candidate(""example.txt"") == 'Yes'
E       AssertionError: assert 'No' == 'Yes'
E         
E         - Yes
E         + No

test_solution.py:9: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: assert 'No' == 'Yes'
1 failed in 0.05s"
HumanEval/142,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,7677,1102,1102,0,0.30000000000000004,320,1945.0,291.0,"cb20b80>

    def check(candidate):
    
        # Check some simple cases
    
>       assert candidate([1,2,3]) == 6
E       assert 1 == 6
E        +  where 1 = <function sum_squares at 0x7fea5cb20b80>([1, 2, 3])

test_solution.py:10: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - assert 1 == 6
1 failed in 0.04s"
HumanEval/143,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,8950,1202,1102,0,0.30000000000000004,320,1972.0,273.0,"le cases
>       assert candidate(""This is a test"") == ""is""
E       AssertionError: assert None == 'is'
E        +  where None = <function words_in_sentence at 0x7eb749718ae0>('This is a test')

test_solution.py:9: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: assert None == 'is'
1 failed in 0.04s"
HumanEval/144,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,8915,1102,1102,0,0.30000000000000004,320,1922.0,269.0,"e simple cases
>       assert candidate(""1/5"", ""5/1"") == True, 'test1'
E       AssertionError: test1
E       assert False == True
E        +  where False = <function simplify at 0x7928e3714900>('1/5', '5/1')

test_solution.py:9: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: test1
1 failed in 0.04s"
HumanEval/145,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,6133,1202,1102,0,0.30000000000000004,320,1750.0,243.0," _ _ 

x = 1

>   nums.sort(key=lambda x: (sum(int(digit) for digit in str(x)), nums.index(x)))
                                                                  ^^^^^^^^^^^^^
E   ValueError: 1 is not in list

solution.py:12: ValueError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - ValueError: 1 is not in list
1 failed in 0.04s"
HumanEval/146,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,8840,1102,0,0,0.30000000000000004,320,1696.0,240.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/147,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,7336,1102,1102,0,0.30000000000000004,320,1818.0,272.0,"

candidate = <function get_max_triples at 0x7cc351d18900>

    def check(candidate):
    
>       assert candidate(5) == 1
E       assert 4 == 1
E        +  where 4 = <function get_max_triples at 0x7cc351d18900>(5)

test_solution.py:8: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - assert 4 == 1
1 failed in 0.04s"
HumanEval/148,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,9004,1202,0,0,0.30000000000000004,320,2111.0,289.0,"SyntaxError: expected an indented block after 'if' statement on line 25 (<unknown>, line 25)"
HumanEval/149,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,7123,1102,0,0,0.30000000000000004,320,2112.0,304.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/15,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,2344,1102,1102,0,0.30000000000000004,320,1561.0,209.0,"andidate):
        assert candidate(0) == '0'
>       assert candidate(3) == '0 1 2 3'
E       AssertionError: assert '0123' == '0 1 2 3'
E         
E         - 0 1 2 3
E         + 0123

test_solution.py:16: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: assert '0123' == '0 1 2 3'
1 failed in 0.04s"
HumanEval/150,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,5112,1102,0,0,0.30000000000000004,320,1579.0,222.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/151,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,5331,1102,1102,0,0.30000000000000004,320,1777.0,244.0,"sertionError: This prints if this assert fails 5 (also good for debugging!)
E       assert 1 == 0
E        +  where 1 = <function double_the_difference at 0x796eba28ca40>([-1, -2, 8])

test_solution.py:16: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: This prints if this asser...
1 failed in 0.04s"
HumanEval/152,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,8980,1202,0,0,0.30000000000000004,320,2130.0,296.0,"SyntaxError: '[' was never closed (<unknown>, line 24)"
HumanEval/153,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,4196,1102,0,0,0.30000000000000004,320,2389.0,335.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/154,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,5790,1102,0,0,0.30000000000000004,320,1783.0,228.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/155,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,8991,1202,1102,0,0.30000000000000004,320,1544.0,205.0,"n num_str:
            # Check if the character is an even digit
>           if int(char) % 2 == 0:
               ^^^^^^^^^
E           ValueError: invalid literal for int() with base 10: '-'

solution.py:18: ValueError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - ValueError: invalid literal for int() wit...
1 failed in 0.04s"
